year,region,atc,gender,age_group,num_prescriptions,num_patients,per_1000,narcotic_class
2009,21,N02BF02,2,5,107,17,"14,41",V
2009,21,N03AE01,2,3,3,1,"0,41",IV
2009,21,N05BA04,2,16,3817,565,"647,06",IV
2009,21,N05BC01,1,16,0,0,0,IV
2009,21,N05CD05,2,17,10,4,"1,92",IV
2009,21,N06AX27,3,18,0,0,0,IV
2009,21,N06BA07,2,18,0,0,0,IV
2009,21,N06BA11,2,8,0,0,0,II
2009,21,N07BC51,2,15,0,0,0,IV
2009,21,R05FA02,2,15,472,334,"70,02",III
2009,22,A07DA02,3,7,0,0,0,II
2009,22,N01AH03,1,7,0,0,0,II
2009,22,N01AX03,2,4,0,0,0,IV
2009,22,N02AA03,3,7,4,1,"0,3",II
2009,22,N02AA59,1,99,0,0,0,III
2009,22,N02AC04,2,18,5668,900,"1205,19",III
2009,22,N02AC04,3,2,0,0,0,III
2009,22,N02AC04,1,17,1096,265,"345,31",III
2009,22,N02AG02,2,13,12,4,"1,32",II
2009,22,N02AJ09,1,13,98,23,"10,35",III
2009,22,N02AJ13,2,2,0,0,0,III
2009,22,N03AE01,3,4,11,3,"0,65",IV
2009,22,N05BA01,1,7,164,33,"24,03",IV
2009,22,N05BA06,1,7,1,1,"0,15",IV
2009,22,N05BC01,3,17,0,0,0,IV
2009,22,N05BC01,3,12,13,1,"0,77",IV
2009,22,N05CD05,1,2,0,0,0,IV
2009,22,N06BA13,1,10,0,0,0,IV
2009,22,N07BC02,3,1,0,0,0,II
2009,22,N07XX59,1,7,0,0,0,V
2009,23,N01AF01,2,17,0,0,0,V
2009,23,N01AX03,1,16,0,0,0,IV
2009,23,N01AX03,1,99,0,0,0,IV
2009,23,N02AA05,3,11,137,42,"15,85",II
2009,23,N02AA55,1,1,0,0,0,II
2009,23,N02AA59,1,7,0,0,0,III
2009,23,N02AA59,1,13,0,0,0,III
2009,23,N02AE01,1,9,81,8,"18,14",IV
2009,23,N05BA02,2,14,4,1,"1,13",IV
2009,23,N05BA12,1,11,183,25,"41,67",IV
2009,23,N05CD02,3,13,166,26,"17,48",IV
2009,23,N05CF02,3,11,1004,238,"116,16",IV
2009,23,N05CM02,1,3,0,0,0,V
2009,23,N06AX27,3,1,0,0,0,IV
2009,23,N06BA12,3,17,0,0,0,II
2009,23,N06BA12,1,11,0,0,0,II
2009,23,N07BC05,1,8,0,0,0,II
2009,23,N07XX04,1,16,0,0,0,II
2009,23,R05DA09,2,13,0,0,0,V
2009,23,R05DA09,1,2,0,0,0,V
2009,24,N01AH03,2,1,0,0,0,II
2009,24,N01AH03,3,6,0,0,0,II
2009,24,N02AA05,3,99,8114,1867,"31,47",II
2009,24,N02AA55,3,99,18,5,"0,07",II
2009,24,N02AB01,3,14,161,47,"11,92",II
2009,24,N02AB02,2,99,0,0,0,II
2009,24,N02AD01,2,16,0,0,0,III
2009,24,N02AE01,2,13,27,10,"3,24",IV
2009,24,N02AJ13,1,5,0,0,0,III
2009,24,N02AX01,3,1,0,0,0,II
2009,24,N02BG10,3,7,0,0,0,II
2009,24,N03AA02,2,9,0,0,0,IV
2009,24,N05BA02,1,11,0,0,0,IV
2009,24,N05BA04,1,3,0,0,0,IV
2009,24,N05BA06,2,3,0,0,0,IV
2009,24,N05BC01,1,4,0,0,0,IV
2009,24,N07XX04,1,14,0,0,0,II
2009,24,R05DA09,1,8,0,0,0,V
2009,24,R05DA09,1,14,0,0,0,V
2009,24,R05DA20,3,1,287,263,"20,82",II
2009,25,A08AA51,1,5,0,0,0,II
2009,25,A08AA51,2,2,0,0,0,II
2009,25,M03BA02,2,15,0,0,0,IV
2009,25,M03BA02,3,12,0,0,0,IV
2009,25,N01AH06,2,1,0,0,0,II
2009,25,N02AB02,3,16,6,1,"0,59",II
2009,25,N02AB03,2,10,36,4,"4,43",II
2009,25,N02AE01,3,17,814,168,"110,72",IV
2009,25,N02AX06,2,12,0,0,0,II
2009,25,N02BG10,1,3,0,0,0,II
2009,25,N03AA02,3,17,12,4,"1,63",IV
2009,25,N03AX24,3,5,0,0,0,II
2009,25,N05BA02,1,5,0,0,0,IV
2009,25,N05BA06,3,11,64,9,"3,7",IV
2009,25,N05CF01,3,2,0,0,0,V
2009,25,N05CM02,3,12,145,21,"8,12",V
2009,25,N06BA01,3,11,7,2,"0,4",II
2009,25,N07BC01,2,5,0,0,0,IV
2009,25,N07BC05,3,14,0,0,0,II
2009,25,R05FA02,3,5,464,424,"30,98",III
2009,3,M03BA52,1,17,0,0,0,IV
2009,3,N01AH01,3,13,0,0,0,II
2009,3,N01AH51,2,7,0,0,0,II
2009,3,N01AX14,3,12,0,0,0,IV
2009,3,N02AB02,2,1,0,0,0,II
2009,3,N02AB03,3,8,4,3,"0,18",II
2009,3,N02AC54,2,9,0,0,0,III
2009,3,N02AJ09,3,16,88,24,"9,7",III
2009,3,N05BA05,2,12,0,0,0,IV
2009,3,N05BA12,1,2,0,0,0,IV
2009,3,N05CC01,1,18,0,0,0,V
2009,3,N05CD08,1,15,0,0,0,IV
2009,3,N06AX27,3,5,0,0,0,IV
2009,3,N06BA01,2,15,3,1,"0,51",II
2009,3,N06BA02,2,9,40,8,"3,47",II
2009,3,N07BC02,1,2,0,0,0,II
2009,3,N07XX04,1,4,0,0,0,II
2009,3,N07XX04,2,11,0,0,0,II
2009,3,R05DA04,2,99,188,40,"1,14",III
2009,3,R05DA04,2,8,0,0,0,III
2009,4,N01AH01,1,11,0,0,0,II
2009,4,N01AH03,1,8,0,0,0,II
2009,4,N01AH03,3,15,0,0,0,II
2009,4,N01AH06,2,3,0,0,0,II
2009,4,N02AA59,1,12,0,0,0,III
2009,4,N02AB01,2,16,24,10,"4,56",II
2009,4,N02AC54,1,99,0,0,0,III
2009,4,N02AX01,3,13,0,0,0,II
2009,4,N03AA02,2,10,27,1,"3,2",IV
2009,4,N03AE01,1,99,2029,164,"15,27",IV
2009,4,N05BA02,3,3,0,0,0,IV
2009,4,N05BA04,3,14,2332,498,"148,5",IV
2009,4,N05BA05,3,6,0,0,0,IV
2009,4,N05BA06,3,17,47,4,"6,09",IV
2009,4,N05BA06,1,15,6,2,"1,06",IV
2009,4,N05BA09,2,16,0,0,0,IV
2009,4,N05CD05,2,13,13,3,"1,27",IV
2009,4,N05CD08,2,1,0,0,0,IV
2009,4,N05CF01,2,99,34191,5683,"253,99",V
2009,4,N05CF02,3,5,207,84,"13,83",IV
2009,5,A07DA02,1,17,0,0,0,II
2009,5,N01AH03,3,6,0,0,0,II
2009,5,N01AH51,2,11,0,0,0,II
2009,5,N02AA59,1,2,0,0,0,III
2009,5,N02AC04,1,6,67,56,"4,96",III
2009,5,N02AD01,3,14,0,0,0,III
2009,5,N02AG02,3,7,0,0,0,II
2009,5,N02AJ06,1,15,550,146,"67,49",III
2009,5,N02AJ13,1,13,0,0,0,III
2009,5,N05BA01,3,12,2535,346,"94,12",IV
2009,5,N05BA06,1,10,8,2,"0,59",IV
2009,5,N05BA06,1,4,2,1,"0,13",IV
2009,5,N05BA09,1,7,27,2,"2,06",IV
2009,5,N05CC01,1,1,0,0,0,V
2009,5,N05CC01,1,7,0,0,0,V
2009,5,N05CF02,1,8,880,177,"61,88",IV
2009,5,N06BA02,1,11,0,0,0,II
2009,5,N07BC02,2,13,12,3,"0,84",II
2009,5,N07XX59,1,5,0,0,0,V
2009,5,R05DA09,2,99,0,0,0,V
2009,6,M03BA52,1,6,0,0,0,IV
2009,6,M03BA52,2,16,1,1,"0,15",IV
2009,6,N01AH02,2,6,0,0,0,II
2009,6,N01AX03,3,12,0,0,0,IV
2009,6,N02AA59,3,8,0,0,0,III
2009,6,N02AB01,1,10,32,11,"2,94",II
2009,6,N02AB03,2,16,298,54,"44,14",II
2009,6,N02AB03,2,10,28,6,"2,7",II
2009,6,N02AD01,2,99,0,0,0,III
2009,6,N02AD01,3,99,0,0,0,III
2009,6,N02AJ13,2,8,0,0,0,III
2009,6,N03AX24,2,11,0,0,0,II
2009,6,N05BA06,3,4,13,5,"0,51",IV
2009,6,N05CD02,1,2,3,1,"0,32",IV
2009,6,N05CF02,1,9,339,80,"27,41",IV
2009,6,N05CM02,1,3,0,0,0,V
2009,6,N06BA01,2,14,8,2,"0,92",II
2009,6,N07XX04,3,17,0,0,0,II
2009,6,R05DA20,2,1,203,184,"21,88",II
2009,6,R05FB02,1,14,16,15,"1,87",III
2009,7,N02AC04,1,13,268,125,"41,71",III
2009,7,N02AD01,2,17,0,0,0,III
2009,7,N02AG02,2,2,0,0,0,II
2009,7,N02AJ08,1,13,45,7,7,III
2009,7,N02AX01,2,3,0,0,0,II
2009,7,N02AX06,1,17,0,0,0,II
2009,7,N03AA02,2,17,29,1,"9,05",IV
2009,7,N03AE01,1,10,394,20,"68,69",IV
2009,7,N05BA06,1,9,8,3,"1,21",IV
2009,7,N05CD02,2,13,321,27,"52,68",IV
2009,7,N05CD03,1,12,82,16,"13,45",II
2009,7,N06AX27,1,10,0,0,0,IV
2009,7,N06BA02,2,99,5,2,"0,06",II
2009,7,N06BA07,2,10,32,6,"5,87",IV
2009,7,N06BA11,3,2,0,0,0,II
2009,7,N06BA12,2,11,0,0,0,II
2009,7,N06BA13,2,5,0,0,0,IV
2009,7,N07XX04,1,16,0,0,0,II
2009,7,R05DA20,3,5,47,45,"3,88",II
2009,7,R05DA20,2,8,46,36,"8,33",II
2009,8,A07DA02,3,10,0,0,0,II
2009,8,N01AH01,1,10,0,0,0,II
2009,8,N01AH02,3,11,0,0,0,II
2009,8,N01AH51,2,4,0,0,0,II
2009,8,N01AX14,3,5,0,0,0,IV
2009,8,N02AA05,3,15,342,104,"30,39",II
2009,8,N02AA59,2,11,0,0,0,III
2009,8,N02AD01,2,3,0,0,0,III
2009,8,N02AJ08,3,14,54,13,"3,78",III
2009,8,N02AJ13,3,16,0,0,0,III
2009,8,N02CA72,2,12,23,9,"2,88",IV
2009,8,N03AA02,2,18,59,3,"11,82",IV
2009,8,N05BA09,2,14,0,0,0,IV
2009,8,N05CD08,1,1,0,0,0,IV
2009,8,N06AX27,3,10,0,0,0,IV
2009,8,N06BA01,2,12,0,0,0,II
2009,8,N06BA12,2,14,0,0,0,II
2009,8,N07BC51,1,4,0,0,0,IV
2009,8,N07XX59,3,7,0,0,0,V
2009,8,R05DA04,1,9,2,2,"0,24",III
2009,9,A08AA51,1,3,0,0,0,II
2009,9,M03BA52,1,10,0,0,0,IV
2009,9,N01AH01,1,99,0,0,0,II
2009,9,N01AH06,2,4,0,0,0,II
2009,9,N01AH51,3,14,0,0,0,II
2009,9,N02AA55,2,99,0,0,0,II
2009,9,N02AC04,1,7,36,11,"24,36",III
2009,9,N02AC04,1,16,86,36,"95,45",III
2009,9,N02AJ09,2,13,70,14,"32,33",III
2009,9,N02AJ09,1,16,3,2,"3,33",III
2009,9,N03AE01,2,14,13,3,"7,39",IV
2009,9,N05BA04,2,8,12,9,"7,27",IV
2009,9,N05BA05,3,11,0,0,0,IV
2009,9,N05CC01,3,18,14,3,"8,44",V
2009,9,N05CD05,2,10,0,0,0,IV
2009,9,N05CF01,1,5,32,15,"18,29",V
2009,9,N05CF01,1,13,418,104,"191,83",V
2009,9,N05CM02,2,17,55,8,"57,17",V
2009,9,N06BA13,3,14,0,0,0,IV
2009,9,N07XX04,1,9,0,0,0,II
2010,0,N01AF01,3,16,0,0,0,V
2010,0,N01AX03,1,9,4,4,"0,01",IV
2010,0,N02AA01,1,15,10516,2408,"58,2",II
2010,0,N02AB01,1,8,641,189,"1,99",II
2010,0,N02AC54,2,3,0,0,0,III
2010,0,N02AD01,1,18,0,0,0,III
2010,0,N02AG04,2,99,623,41,"0,13",II
2010,0,N02AX02,2,5,8394,4139,"28,36",III
2010,0,N05BA04,2,13,64065,12335,"204,47",IV
2010,0,N05BA04,2,12,48513,9444,"169,41",IV
2010,0,N05BA08,3,13,14,2,"0,02",IV
2010,0,N05BA08,1,15,0,0,0,IV
2010,0,N05BA12,1,18,4890,518,"59,55",IV
2010,0,N05CD02,3,18,26647,3486,"107,37",IV
2010,0,N05CD05,1,15,487,112,"2,7",IV
2010,0,N05CM02,3,4,11,4,"0,02",V
2010,0,N06BA02,2,11,197,28,"0,68",II
2010,0,N06BA12,3,5,0,0,0,II
2010,0,N07BC01,2,15,24,1,"0,12",IV
2010,0,R05DA04,1,1,0,0,0,III
2010,1,N01AF01,1,16,0,0,0,V
2010,1,N01AH06,3,15,0,0,0,II
2010,1,N02AA03,3,16,0,0,0,II
2010,1,N02AC54,1,15,0,0,0,III
2010,1,N02AC54,2,17,0,0,0,III
2010,1,N02AC54,2,14,0,0,0,III
2010,1,N02AG04,1,17,0,0,0,II
2010,1,N02AJ09,3,17,769,152,"19,1",III
2010,1,N02AJ13,3,1,0,0,0,III
2010,1,N02CA72,1,7,14,10,"0,18",IV
2010,1,N03AE01,3,3,151,47,"1,41",IV
2010,1,N05BA01,3,4,526,275,"4,1",IV
2010,1,N05BA08,1,16,0,0,0,IV
2010,1,N05CD03,2,12,678,140,"12,02",II
2010,1,N06AX27,1,6,0,0,0,IV
2010,1,N06BA12,2,17,0,0,0,II
2010,1,N06BA13,1,3,0,0,0,IV
2010,1,N06BA13,1,6,0,0,0,IV
2010,1,N07BC05,3,16,0,0,0,II
2010,1,N07XX59,3,18,0,0,0,V
2010,10,M03BA52,2,3,0,0,0,IV
2010,10,N01AF01,1,17,0,0,0,V
2010,10,N01AH03,2,2,0,0,0,II
2010,10,N02AA05,1,2,2,1,"0,49",II
2010,10,N02AC04,1,4,3,2,"0,57",III
2010,10,N02AG02,3,5,0,0,0,II
2010,10,N02AG04,2,3,0,0,0,II
2010,10,N02AJ13,1,6,0,0,0,III
2010,10,N02AX01,2,4,0,0,0,II
2010,10,N02AX02,2,11,873,270,189,III
2010,10,N02AX06,3,11,0,0,0,II
2010,10,N02AX06,1,8,0,0,0,II
2010,10,N02BG10,2,18,0,0,0,II
2010,10,N02CA72,2,3,1,1,"0,26",IV
2010,10,N03AA02,3,1,14,3,"1,72",IV
2010,10,N05BC01,1,7,0,0,0,IV
2010,10,N06BA04,2,14,1,1,"0,21",II
2010,10,N07BC05,1,11,0,0,0,II
2010,10,R05DA04,3,99,262,47,"1,72",III
2010,10,R05FB02,1,5,4,3,"0,8",III
2010,12,A03CA02,3,5,0,0,0,IV
2010,12,N01AF01,3,10,0,0,0,V
2010,12,N01AH01,1,13,0,0,0,II
2010,12,N01AX03,3,4,0,0,0,IV
2010,12,N01AX03,3,7,0,0,0,IV
2010,12,N01AX14,2,11,0,0,0,IV
2010,12,N02AC04,1,6,61,46,"1,5",III
2010,12,N02AC54,2,2,0,0,0,III
2010,12,N02AG01,2,99,3007,1729,"4,84",II
2010,12,N02AX06,1,3,0,0,0,II
2010,12,N03AE01,2,17,278,33,"14,25",IV
2010,12,N03AE01,2,2,41,11,"1,28",IV
2010,12,N05BA02,3,8,0,0,0,IV
2010,12,N05BA05,2,10,0,0,0,IV
2010,12,N05CF01,3,9,8864,2237,"102,71",V
2010,12,N05CM02,2,4,1,1,"0,03",V
2010,12,N06BA13,3,13,0,0,0,IV
2010,12,N07BC02,1,2,0,0,0,II
2010,12,N07BC02,1,17,41,2,"3,11",II
2010,12,R05DA20,3,14,556,453,"8,27",II
2010,13,A04AD10,1,99,0,0,0,II
2010,13,M03BA02,1,13,0,0,0,IV
2010,13,M03BA52,1,2,0,0,0,IV
2010,13,M03BA52,1,3,0,0,0,IV
2010,13,N02AA03,1,6,0,0,0,II
2010,13,N02AB02,1,17,0,0,0,II
2010,13,N02AC04,3,10,210,79,"10,54",III
2010,13,N02AC04,3,16,431,113,"42,33",III
2010,13,N02AG02,1,7,0,0,0,II
2010,13,N03AA02,3,16,65,10,"6,38",IV
2010,13,N03AA02,2,14,57,7,"6,64",IV
2010,13,N03AX24,3,13,0,0,0,II
2010,13,N05BA05,3,9,0,0,0,IV
2010,13,N05CD02,3,4,6,2,"0,28",IV
2010,13,N06AX27,1,4,0,0,0,IV
2010,13,N06BA01,3,18,0,0,0,II
2010,13,N07BC01,3,99,117,12,"0,39",IV
2010,13,N07BC02,3,12,42,8,"2,26",II
2010,13,R05DA09,2,2,0,0,0,V
2010,13,R05FB02,2,5,17,17,"1,95",III
2010,14,A07DA01,1,2,0,0,0,II
2010,14,N01AX03,2,8,0,0,0,IV
2010,14,N02AA01,2,11,663,131,"13,59",II
2010,14,N02AA55,3,2,0,0,0,II
2010,14,N02AC04,3,13,2178,792,"21,36",III
2010,14,N02AG02,1,6,17,3,"0,33",II
2010,14,N02AJ08,1,3,0,0,0,III
2010,14,N02AJ08,1,6,20,12,"0,39",III
2010,14,N02AX06,3,18,0,0,0,II
2010,14,N02CA72,2,13,320,107,"6,32",IV
2010,14,N03AX24,2,4,0,0,0,II
2010,14,N05BA01,3,8,8121,1430,"76,51",IV
2010,14,N05BA02,3,11,0,0,0,IV
2010,14,N05BA06,3,7,89,29,"0,89",IV
2010,14,N05CD08,3,16,23,19,"0,45",IV
2010,14,N06BA04,3,17,42,4,"1,02",II
2010,14,N06BA07,1,8,120,26,"2,22",IV
2010,14,N06BA13,1,16,0,0,0,IV
2010,14,N07XX04,2,8,0,0,0,II
2010,14,R05DA04,1,4,6,5,"0,11",III
2010,17,A03CA02,3,18,0,0,0,IV
2010,17,A04AD10,2,18,0,0,0,II
2010,17,N01AH01,3,15,0,0,0,II
2010,17,N01AH06,3,3,0,0,0,II
2010,17,N02AC54,1,12,0,0,0,III
2010,17,N02AG01,1,13,49,31,"4,79",II
2010,17,N02AJ09,3,99,3862,546,"14,13",III
2010,17,N02AJ09,2,11,358,34,"40,01",III
2010,17,N02AJ09,2,17,36,7,"6,84",III
2010,17,N02BF02,2,9,537,69,"59,12",V
2010,17,N02BF02,2,15,471,70,"68,2",V
2010,17,N02CA72,1,3,0,0,0,IV
2010,17,N05BA02,3,3,0,0,0,IV
2010,17,N05BA02,1,4,0,0,0,IV
2010,17,N05BA06,2,10,5,2,"0,57",IV
2010,17,N05BC01,3,1,0,0,0,IV
2010,17,N05CD03,3,16,378,85,"34,16",II
2010,17,N05CD03,2,8,71,7,"8,71",II
2010,17,N06BA11,2,12,0,0,0,II
2010,17,N07BC02,1,17,0,0,0,II
2010,18,N02AA05,2,99,12293,2376,"87,33",II
2010,18,N02AA05,2,12,510,149,"57,48",II
2010,18,N02AB02,1,12,0,0,0,II
2010,18,N02AB03,2,1,0,0,0,II
2010,18,N02AC54,2,17,0,0,0,III
2010,18,N02AJ06,3,10,2568,561,"143,14",III
2010,18,N02AJ08,3,5,1,1,"0,05",III
2010,18,N03AX24,2,4,0,0,0,II
2010,18,N05BA05,1,6,0,0,0,IV
2010,18,N05BA08,1,2,0,0,0,IV
2010,18,N05CD03,1,9,61,6,"6,27",II
2010,18,N05CD08,3,16,14,1,"1,5",IV
2010,18,N05CF01,1,2,0,0,0,V
2010,18,N05CM02,3,6,26,2,"1,64",V
2010,18,N06BA02,3,4,0,0,0,II
2010,18,N06BA12,3,13,0,0,0,II
2010,18,N06BA13,3,1,0,0,0,IV
2010,18,N07BC05,1,4,0,0,0,II
2010,18,N07XX04,1,13,0,0,0,II
2010,18,R05FB02,3,16,4,1,"0,43",III
2010,19,N01AH01,3,12,0,0,0,II
2010,19,N01AH02,2,13,0,0,0,II
2010,19,N01AH06,2,6,0,0,0,II
2010,19,N02AA01,2,8,122,9,"15,58",II
2010,19,N02AA55,3,18,2,1,"0,29",II
2010,19,N02AB01,2,12,85,17,"10,85",II
2010,19,N02AG04,2,4,0,0,0,II
2010,19,N02AJ06,3,4,299,205,"16,63",III
2010,19,N02AJ09,3,14,552,103,"36,74",III
2010,19,N05BA01,3,9,1401,184,"77,05",IV
2010,19,N05BC01,3,99,0,0,0,IV
2010,19,N06BA04,2,10,185,24,"22,42",II
2010,19,N06BA11,2,12,0,0,0,II
2010,19,N07XX04,2,18,0,0,0,II
2010,19,R05DA09,2,11,0,0,0,V
2010,19,R05DA20,2,14,62,49,"8,11",II
2010,19,R05DA20,1,7,37,31,"5,14",II
2010,19,R05FA02,1,15,368,286,"66,88",III
2010,19,R05FA02,1,8,344,289,"42,22",III
2010,19,R05FB02,3,3,8,8,"0,59",III
2010,20,A03CA02,2,6,0,0,0,IV
2010,20,A07DA02,2,8,0,0,0,II
2010,20,N01AF01,2,99,0,0,0,V
2010,20,N01AH01,2,17,0,0,0,II
2010,20,N01AH02,3,4,0,0,0,II
2010,20,N02AA05,2,3,3,2,"0,42",II
2010,20,N02AB01,1,17,96,16,"26,7",II
2010,20,N02AG04,3,99,7,1,"0,03",II
2010,20,N02AJ06,2,11,1237,376,"133,96",III
2010,20,N02AX02,3,14,2712,819,"156,1",III
2010,20,N05BA05,1,17,0,0,0,IV
2010,20,N05CC01,3,14,1,1,"0,06",V
2010,20,N05CM02,3,3,0,0,0,V
2010,20,N06BA01,3,10,40,3,"2,19",II
2010,20,N06BA02,3,99,186,23,"0,67",II
2010,20,N06BA11,2,2,0,0,0,II
2010,20,N06BA11,3,7,0,0,0,II
2010,20,N07BC05,2,15,0,0,0,II
2010,20,N07XX59,2,1,0,0,0,V
2010,20,N07XX59,3,6,0,0,0,V
2010,21,A08AA51,2,13,0,0,0,II
2010,21,M03BA02,3,11,0,0,0,IV
2010,21,N01AF01,3,99,0,0,0,V
2010,21,N01AH02,1,10,0,0,0,II
2010,21,N01AH06,1,15,0,0,0,II
2010,21,N01AX03,1,10,0,0,0,IV
2010,21,N02AB03,1,8,16,5,"1,85",II
2010,21,N02AD01,3,12,0,0,0,III
2010,21,N03AE01,2,15,167,16,"24,35",IV
2010,21,N05BA12,1,11,496,47,"54,1",IV
2010,21,N05CD02,2,18,677,97,"125,02",IV
2010,21,N05CF01,1,9,981,183,"101,15",V
2010,21,N05CF01,1,99,23402,4216,"169,64",V
2010,21,N05CF02,3,6,637,154,"46,81",IV
2010,21,N05CF02,1,15,688,155,"110,04",IV
2010,21,N06BA01,1,5,0,0,0,II
2010,21,N06BA02,1,13,0,0,0,II
2010,21,N06BA12,2,8,0,0,0,II
2010,21,N06BA13,3,11,0,0,0,IV
2010,21,R05FA02,2,7,380,322,"55,78",III
2010,22,A03CA02,2,10,0,0,0,IV
2010,22,A07DA02,2,16,0,0,0,II
2010,22,N01AH03,2,12,0,0,0,II
2010,22,N02AA01,3,3,0,0,0,II
2010,22,N02AA55,1,18,0,0,0,II
2010,22,N02AB02,1,7,0,0,0,II
2010,22,N02AC54,3,99,0,0,0,III
2010,22,N02AJ09,1,1,0,0,0,III
2010,22,N02AX02,1,1,0,0,0,III
2010,22,N03AX24,3,13,0,0,0,II
2010,22,N05BC01,1,18,0,0,0,IV
2010,22,N05CC01,2,11,0,0,0,V
2010,22,N05CF02,2,9,658,143,"80,69",IV
2010,22,N06BA02,1,17,0,0,0,II
2010,22,N06BA11,3,12,0,0,0,II
2010,22,R05DA04,3,1,0,0,0,III
2010,22,R05DA09,3,7,0,0,0,V
2010,22,R05FA02,1,13,607,500,"64,55",III
2010,22,R05FB02,1,10,1,1,"0,13",III
2010,22,R05FB02,2,15,2,1,"0,33",III
2010,23,A07DA01,1,15,0,0,0,II
2010,23,A08AA51,2,17,0,0,0,II
2010,23,A08AA51,3,10,0,0,0,II
2010,23,M03BA02,3,2,0,0,0,IV
2010,23,M03BA52,3,99,21,6,"0,17",IV
2010,23,N01AH06,1,1,0,0,0,II
2010,23,N01AX03,3,10,0,0,0,IV
2010,23,N02AA01,2,13,233,38,"50,85",II
2010,23,N02AB03,2,17,142,27,"62,01",II
2010,23,N02AG04,1,6,0,0,0,II
2010,23,N02AJ06,2,17,593,152,"258,95",III
2010,23,N02AJ09,3,14,173,30,"22,78",III
2010,23,N02AX01,2,15,0,0,0,II
2010,23,N02AX06,2,10,0,0,0,II
2010,23,N02BG10,3,17,0,0,0,II
2010,23,N05BC01,1,5,0,0,0,IV
2010,23,N05CD05,3,9,0,0,0,IV
2010,23,N06AX27,1,15,0,0,0,IV
2010,23,N06BA07,3,12,41,7,"4,71",IV
2010,23,N06BA11,2,10,0,0,0,II
2010,24,N01AH01,2,7,0,0,0,II
2010,24,N01AH01,3,6,0,0,0,II
2010,24,N02AC54,1,8,0,0,0,III
2010,24,N02AD01,1,15,0,0,0,III
2010,24,N02AG04,3,13,0,0,0,II
2010,24,N02AJ08,3,6,0,0,0,III
2010,24,N02AJ09,2,1,0,0,0,III
2010,24,N02AJ13,2,3,0,0,0,III
2010,24,N02AX06,1,99,0,0,0,II
2010,24,N02BG10,3,13,0,0,0,II
2010,24,N03AA02,3,14,245,15,"17,56",IV
2010,24,N05BA01,1,11,315,74,"37,47",IV
2010,24,N05BA02,1,3,0,0,0,IV
2010,24,N05BA04,2,10,375,95,"48,2",IV
2010,24,N05BA05,2,5,0,0,0,IV
2010,24,N05CM02,2,6,11,5,"1,37",V
2010,24,N06BA02,2,5,5,2,"0,52",II
2010,24,N07XX04,2,5,0,0,0,II
2010,24,R05DA20,1,15,19,13,"3,54",II
2010,24,R05FB02,1,14,0,0,0,III
2010,25,M03BA52,3,5,0,0,0,IV
2010,25,N02AA55,2,5,0,0,0,II
2010,25,N02AB01,2,7,17,11,"2,87",II
2010,25,N02AC04,3,10,510,179,"30,41",III
2010,25,N02AG01,1,6,4,4,"0,58",II
2010,25,N02AJ13,1,4,0,0,0,III
2010,25,N02AX01,2,18,0,0,0,II
2010,25,N05BA01,1,6,158,45,"22,88",IV
2010,25,N05BA01,1,13,615,104,"64,49",IV
2010,25,N05BA04,2,9,405,100,"49,1",IV
2010,25,N05BA12,1,10,342,31,"39,68",IV
2010,25,N05CD02,2,7,17,8,"2,87",IV
2010,25,N05CF02,3,1,0,0,0,IV
2010,25,N05CF02,1,6,341,82,"49,38",IV
2010,25,N05CM02,3,10,98,11,"5,84",V
2010,25,N06BA07,1,4,5,2,"0,55",IV
2010,25,N07BC01,1,4,0,0,0,IV
2010,25,N07BC02,3,14,88,10,"5,82",II
2010,25,R05DA09,2,3,0,0,0,V
2010,25,R05FA02,1,18,67,53,"32,91",III
2010,3,A04AD10,1,10,0,0,0,II
2010,3,A07DA02,2,99,0,0,0,II
2010,3,M03BA52,3,99,35,5,"0,11",IV
2010,3,N01AF01,1,16,0,0,0,V
2010,3,N01AX14,2,16,0,0,0,IV
2010,3,N02AA03,1,7,0,0,0,II
2010,3,N02AG02,3,15,12,7,"1,01",II
2010,3,N02AX01,2,16,0,0,0,II
2010,3,N03AE01,1,6,61,5,"5,29",IV
2010,3,N03AE01,2,4,0,0,0,IV
2010,3,N05BA06,1,1,0,0,0,IV
2010,3,N05BC01,2,3,0,0,0,IV
2010,3,N05CF02,2,11,1722,402,"168,66",IV
2010,3,N06BA04,3,3,2947,493,"165,01",II
2010,3,N06BA13,2,18,0,0,0,IV
2010,3,N07BC02,3,8,794,19,"35,46",II
2010,3,N07BC05,3,9,0,0,0,II
2010,3,N07BC51,3,1,0,0,0,IV
2010,3,N07XX04,2,18,0,0,0,II
2010,3,R05FA02,1,8,463,396,"40,74",III
2010,4,M03BA02,3,10,0,0,0,IV
2010,4,N01AH01,1,2,0,0,0,II
2010,4,N01AH06,3,14,0,0,0,II
2010,4,N01AX03,1,14,0,0,0,IV
2010,4,N02AA01,3,5,6,5,"0,39",II
2010,4,N02AA59,1,10,0,0,0,III
2010,4,N02AB02,1,15,0,0,0,II
2010,4,N02AJ08,1,18,1,1,"0,41",III
2010,4,N02BG10,1,1,0,0,0,II
2010,4,N03AA02,3,9,4,1,"0,21",IV
2010,4,N03AA02,1,12,79,3,"9,14",IV
2010,4,N05CC01,1,6,0,0,0,V
2010,4,N05CD02,1,14,237,23,"27,92",IV
2010,4,N05CD02,1,15,82,11,"13,74",IV
2010,4,N05CD03,3,14,212,52,"12,53",II
