year,region,atc,gender,age_group,num_prescriptions,num_patients,per_1000,narcotic_class
2015,5,N02AJ06,2,13,1500,404,"116,63",III
2015,5,N05BA04,3,1,0,0,0,IV
2015,5,N06AX27,2,13,0,0,0,IV
2015,5,N06BA02,1,18,0,0,0,II
2015,5,N06BA04,3,99,26670,3027,"60,33",II
2015,5,R05DA09,3,18,0,0,0,V
2015,5,R05FA02,1,99,7844,6616,"35,29",III
2015,5,R05FA02,1,17,274,219,"56,8",III
2015,6,A03CA02,3,11,0,0,0,IV
2015,6,A07DA02,1,6,0,0,0,II
2015,6,M03BA02,3,12,4,1,"0,19",IV
2015,6,N01AF01,2,8,0,0,0,V
2015,6,N01AH02,1,6,0,0,0,II
2015,6,N01AH51,1,8,0,0,0,II
2015,6,N01AX03,1,12,0,0,0,IV
2015,6,N02AA01,3,1,1,1,"0,05",II
2015,6,N02AC54,3,15,0,0,0,III
2015,6,N02AX01,3,12,0,0,0,II
2015,6,N02AX01,1,3,0,0,0,II
2015,6,N02BF02,1,10,795,67,"65,02",V
2015,6,N05BA02,2,8,0,0,0,IV
2015,6,N05CD08,2,6,4,4,"0,39",IV
2015,6,N05CD08,3,8,16,6,"0,81",IV
2015,6,N05CD08,2,18,27,20,"3,98",IV
2015,6,N05CF01,3,15,8699,1962,"508,71",V
2015,6,N06AX27,3,10,0,0,0,IV
2015,6,N06BA12,1,14,2,1,"0,19",II
2015,6,R05DA20,3,12,60,54,"2,92",II
2015,7,A08AA51,2,6,0,0,0,II
2015,7,N01AX03,1,6,0,0,0,IV
2015,7,N01AX03,2,6,0,0,0,IV
2015,7,N02AA01,1,15,227,53,"47,01",II
2015,7,N02AB03,1,16,198,54,"60,11",II
2015,7,N02AC04,2,8,0,0,0,III
2015,7,N02AJ06,3,16,706,285,"100,6",III
2015,7,N03AA02,3,99,475,41,"2,51",IV
2015,7,N03AE01,1,8,64,4,"10,89",IV
2015,7,N03AX24,2,4,0,0,0,II
2015,7,N05BA01,1,18,106,33,"49,51",IV
2015,7,N05BA12,3,5,69,16,"5,09",IV
2015,7,N05CC01,3,7,0,0,0,V
2015,7,N05CD02,2,9,26,3,"4,57",IV
2015,7,N05CF01,2,12,2343,466,"428,18",V
2015,7,N06BA01,2,14,0,0,0,II
2015,7,N07BC01,1,7,0,0,0,IV
2015,7,N07XX04,1,16,0,0,0,II
2015,7,R05DA20,3,1,166,155,"15,03",II
2015,7,R05FA02,3,6,316,265,"26,71",III
2015,8,A03CA02,3,4,0,0,0,IV
2015,8,A04AD10,2,16,0,0,0,II
2015,8,M03BA52,2,1,0,0,0,IV
2015,8,N01AH51,2,14,0,0,0,II
2015,8,N02AA05,3,3,17,15,"1,41",II
2015,8,N02AA55,2,3,0,0,0,II
2015,8,N02AC54,1,99,0,0,0,III
2015,8,N02AD01,1,8,0,0,0,III
2015,8,N02AD01,2,8,0,0,0,III
2015,8,N02AE01,3,11,247,52,"16,1",IV
2015,8,N02AG01,3,6,33,21,"2,48",II
2015,8,N03AX24,3,10,0,0,0,II
2015,8,N05BA04,1,8,340,83,"53,38",IV
2015,8,N05BA12,1,5,25,9,"3,03",IV
2015,8,N05CD08,1,17,5,5,"1,56",IV
2015,8,N05CF02,2,18,2004,310,"403,3",IV
2015,8,N05CM02,1,18,651,118,"237,16",V
2015,8,N07XX59,2,99,0,0,0,V
2015,8,R05FA02,1,12,417,357,"54,99",III
2015,8,R05FB02,3,2,31,28,"2,55",III
2015,9,N01AF01,2,9,0,0,0,V
2015,9,N01AH06,1,1,0,0,0,II
2015,9,N01AH51,3,7,0,0,0,II
2015,9,N01AX03,1,11,0,0,0,IV
2015,9,N02AA03,2,8,0,0,0,II
2015,9,N02AA59,1,6,0,0,0,III
2015,9,N02AE01,1,4,0,0,0,IV
2015,9,N02AG01,1,7,3,2,"2,18",II
2015,9,N02AG01,2,3,0,0,0,II
2015,9,N02AJ08,3,4,1,1,"0,34",III
2015,9,N02AJ08,1,15,11,3,"6,27",III
2015,9,N02AX01,3,99,0,0,0,II
2015,9,N02AX01,3,2,0,0,0,II
2015,9,N03AE01,3,7,26,3,"9,8",IV
2015,9,N05BA02,3,13,0,0,0,IV
2015,9,N05BA09,3,99,15,8,"0,26",IV
2015,9,N06BA07,3,17,0,0,0,IV
2015,9,N07BC05,2,2,0,0,0,II
2015,9,R05FB02,3,13,0,0,0,III
2015,9,R05FB02,3,99,6,6,"0,1",III
2016,0,A03CA02,3,6,0,0,0,IV
2016,0,M03BA52,1,6,0,0,0,IV
2016,0,N01AH01,2,15,0,0,0,II
2016,0,N01AH02,3,6,0,0,0,II
2016,0,N01AH02,1,12,0,0,0,II
2016,0,N01AH03,2,10,0,0,0,II
2016,0,N01AX14,2,1,0,0,0,IV
2016,0,N02AA55,2,13,4492,1923,"16,04",II
2016,0,N02AC04,3,11,0,0,0,III
2016,0,N02AJ08,3,12,553,237,"0,95",III
2016,0,N02BF02,3,9,30808,3599,"47,26",V
2016,0,N03AE01,2,10,4179,411,"12,82",IV
2016,0,N05CD03,2,14,3987,750,"13,38",II
2016,0,N05CD03,3,15,7760,1552,"15,18",II
2016,0,N05CD05,1,17,445,64,"4,27",IV
2016,0,N06AX27,2,14,0,0,0,IV
2016,0,N06BA02,2,6,1529,298,"4,59",II
2016,0,N06BA13,3,7,0,0,0,IV
2016,0,N07BC02,3,3,23,6,"0,04",II
2016,0,R05DA20,1,13,597,478,"2,14",II
2016,1,A03CA02,1,3,0,0,0,IV
2016,1,A04AD10,2,12,0,0,0,II
2016,1,A08AA51,3,10,0,0,0,II
2016,1,M03BA02,1,11,0,0,0,IV
2016,1,N01AX03,2,9,0,0,0,IV
2016,1,N02AB02,3,2,0,0,0,II
2016,1,N02AC04,2,17,0,0,0,III
2016,1,N02AG02,2,99,694,215,"0,62",II
2016,1,N02AJ08,1,99,261,121,"0,24",III
2016,1,N02AX01,2,3,0,0,0,II
2016,1,N02AX02,1,17,924,258,"55,11",III
2016,1,N02BG10,3,99,113,44,"0,05",II
2016,1,N03AE01,2,6,300,47,"3,47",IV
2016,1,N05BC01,3,2,0,0,0,IV
2016,1,N05BC01,2,5,0,0,0,IV
2016,1,N05CC01,3,8,1,1,"0,01",V
2016,1,N05CD03,3,5,60,22,"0,43",II
2016,1,N07XX59,2,3,0,0,0,V
2016,1,R05DA04,1,8,88,20,"1,06",III
2016,1,R05DA09,1,8,0,0,0,V
2016,10,A04AD10,2,4,0,0,0,II
2016,10,N01AX03,3,2,0,0,0,IV
2016,10,N02AA55,2,17,62,13,"23,97",II
2016,10,N02AB01,2,10,11,4,"2,21",II
2016,10,N02AB02,1,99,0,0,0,II
2016,10,N02AC54,3,3,0,0,0,III
2016,10,N02AE01,2,11,81,16,"16,26",IV
2016,10,N02AJ09,2,13,129,20,"26,51",III
2016,10,N02AX01,3,4,0,0,0,II
2016,10,N02BG10,2,8,0,0,0,II
2016,10,N05BA01,1,7,128,30,"28,73",IV
2016,10,N05BA02,2,3,0,0,0,IV
2016,10,N05CD02,2,5,0,0,0,IV
2016,10,N06BA01,1,15,3,1,"0,64",II
2016,10,N06BA12,1,7,149,20,"33,44",II
2016,10,N06BA13,3,18,0,0,0,IV
2016,10,N07BC02,2,16,0,0,0,II
2016,10,N07BC51,3,8,35,1,4,IV
2016,10,R05DA04,1,18,8,5,"4,61",III
2016,10,R05DA20,3,5,7,7,"0,7",II
2016,12,A07DA01,2,11,0,0,0,II
2016,12,M03BA52,3,11,0,0,0,IV
2016,12,N01AF01,3,17,0,0,0,V
2016,12,N01AH06,3,10,0,0,0,II
2016,12,N01AH51,3,13,0,0,0,II
2016,12,N02AA03,3,6,0,0,0,II
2016,12,N02AA55,3,9,277,122,"3,2",II
2016,12,N02AG02,3,18,11,6,"0,32",II
2016,12,N02AX02,3,13,9248,2139,"128,09",III
2016,12,N02BF02,2,1,0,0,0,V
2016,12,N02BF02,1,3,0,0,0,V
2016,12,N05BA05,3,6,0,0,0,IV
2016,12,N05BA12,1,8,1045,107,"24,48",IV
2016,12,N05BA12,2,8,597,94,"14,47",IV
2016,12,N05BC01,3,13,0,0,0,IV
2016,12,N05BC01,3,7,0,0,0,IV
2016,12,N05CD02,3,15,1679,259,"25,21",IV
2016,12,N05CM02,1,11,170,21,"4,01",V
2016,12,N06BA12,2,99,6942,1208,"10,59",II
2016,12,N07BC02,1,9,574,32,"13,05",II
2016,13,N01AH02,2,16,0,0,0,II
2016,13,N01AH03,2,3,0,0,0,II
2016,13,N01AH51,1,15,0,0,0,II
2016,13,N02AA55,2,9,68,13,"6,59",II
2016,13,N02AB01,3,5,2,2,"0,1",II
2016,13,N02AC04,3,5,0,0,0,III
2016,13,N02AG01,2,15,40,29,"4,48",II
2016,13,N03AA02,2,14,109,5,"10,62",IV
2016,13,N03AE01,2,11,366,18,"35,17",IV
2016,13,N05BA06,3,9,201,24,"9,69",IV
2016,13,N05BA08,2,4,0,0,0,IV
2016,13,N05BA09,3,3,11,3,"0,59",IV
2016,13,N05CD02,2,6,41,8,"4,63",IV
2016,13,N05CD08,3,10,14,9,"0,64",IV
2016,13,N06BA01,1,17,0,0,0,II
2016,13,N06BA11,2,14,0,0,0,II
2016,13,N06BA11,3,99,1,1,0,II
2016,13,N07BC05,2,4,0,0,0,II
2016,13,N07XX59,2,2,0,0,0,V
2016,13,R05FB02,1,3,33,30,"3,44",III
2016,14,A07DA02,2,99,84,18,"0,1",II
2016,14,N02AA05,3,18,50305,6987,"1168,72",II
2016,14,N02AB01,3,3,1,1,"0,01",II
2016,14,N02AD01,2,17,0,0,0,III
2016,14,N02AG01,1,6,114,71,"1,88",II
2016,14,N02AJ09,2,4,2,2,"0,05",III
2016,14,N02AX01,1,8,0,0,0,II
2016,14,N02AX01,3,10,3,1,"0,03",II
2016,14,N02BG10,2,99,29,15,"0,04",II
2016,14,N02CA72,1,7,1,1,"0,02",IV
2016,14,N03AE01,3,12,2501,179,"25,69",IV
2016,14,N05BA01,2,4,240,97,"5,69",IV
2016,14,N05BA02,2,12,0,0,0,IV
2016,14,N05BA12,1,3,0,0,0,IV
2016,14,N05CC01,3,10,0,0,0,V
2016,14,N05CC01,1,12,0,0,0,V
2016,14,N05CM02,2,10,9,3,"0,16",V
2016,14,N06AX27,3,3,0,0,0,IV
2016,14,N06BA07,2,16,56,8,"1,88",IV
2016,14,R05DA20,1,12,121,93,"2,47",II
2016,17,A07DA02,3,7,0,0,0,II
2016,17,N01AF01,2,4,0,0,0,V
2016,17,N01AH02,1,10,0,0,0,II
2016,17,N01AH03,2,10,0,0,0,II
2016,17,N01AH06,3,4,0,0,0,II
2016,17,N01AH06,2,17,0,0,0,II
2016,17,N01AH51,2,7,0,0,0,II
2016,17,N01AX14,3,8,0,0,0,IV
2016,17,N01AX14,3,16,0,0,0,IV
2016,17,N02AA59,3,99,0,0,0,III
2016,17,N02AB03,2,99,1311,247,"9,52",II
2016,17,N02AE01,3,16,855,222,"73,4",IV
2016,17,N02AX01,1,17,0,0,0,II
2016,17,N02BF02,3,4,18,7,"1,22",V
2016,17,N05BA06,1,8,34,5,"4,58",IV
2016,17,N05CD02,3,4,0,0,0,IV
2016,17,N05CF01,2,2,0,0,0,V
2016,17,N07BC01,1,1,0,0,0,IV
2016,17,R05DA04,2,18,39,9,"6,72",III
2016,17,R05FB02,3,9,6,5,"0,36",III
2016,18,A08AA51,1,7,0,0,0,II
2016,18,M03BA02,1,3,0,0,0,IV
2016,18,N02AA55,1,10,81,14,"8,23",II
2016,18,N02AB01,1,12,36,12,"4,27",II
2016,18,N02AB02,3,11,1,1,"0,05",II
2016,18,N02AB03,1,5,0,0,0,II
2016,18,N02AC54,3,7,0,0,0,III
2016,18,N02AJ09,3,13,406,52,"23,89",III
2016,18,N02CA72,2,9,10,6,"1,08",IV
2016,18,N03AA02,2,10,69,4,"7,36",IV
2016,18,N05BA08,2,5,0,0,0,IV
2016,18,N05BA09,3,17,0,0,0,IV
2016,18,N06BA07,2,2,0,0,0,IV
2016,18,N06BA07,2,16,6,1,"1,05",IV
2016,18,N06BA13,1,9,0,0,0,IV
2016,18,N07BC02,1,6,3,1,"0,3",II
2016,18,R05DA20,2,3,55,49,"7,19",II
2016,18,R05FA02,2,2,110,103,"13,27",III
2016,18,R05FB02,3,10,3,3,"0,16",III
2016,18,R05FB02,1,10,1,1,"0,1",III
2016,19,A03CA02,1,1,0,0,0,IV
2016,19,A04AD10,2,11,0,0,0,II
2016,19,N01AX14,2,12,0,0,0,IV
2016,19,N02AC04,2,3,0,0,0,III
2016,19,N02AJ13,1,18,0,0,0,III
2016,19,N02BF02,2,1,0,0,0,V
2016,19,N05BA02,1,17,0,0,0,IV
2016,19,N05BA05,1,15,0,0,0,IV
2016,19,N05BA06,1,10,0,0,0,IV
2016,19,N05BC01,1,14,0,0,0,IV
2016,19,N05CD02,1,14,223,20,"26,28",IV
2016,19,N05CM02,1,14,143,14,"16,85",V
2016,19,N06AX27,2,11,0,0,0,IV
2016,19,N06BA02,3,17,0,0,0,II
2016,19,N06BA04,2,10,561,39,"64,17",II
2016,19,N07BC51,1,13,0,0,0,IV
2016,19,R05DA04,2,14,61,16,"7,08",III
2016,19,R05DA04,2,13,46,14,"5,98",III
2016,19,R05DA20,3,3,188,172,"12,95",II
2016,19,R05FB02,1,13,0,0,0,III
2016,20,A04AD10,1,12,0,0,0,II
2016,20,A04AD10,1,18,0,0,0,II
2016,20,A04AD10,1,3,0,0,0,II
2016,20,N02AB03,1,15,150,35,"17,14",II
2016,20,N02AG04,1,6,0,0,0,II
2016,20,N02AX02,1,14,567,148,"54,78",III
2016,20,N03AE01,2,13,154,15,"16,87",IV
2016,20,N03AX24,1,6,0,0,0,II
2016,20,N05BA01,1,4,21,10,"2,62",IV
2016,20,N05BA12,1,6,108,12,"12,14",IV
2016,20,N05CC01,3,4,0,0,0,V
2016,20,N05CF01,1,2,0,0,0,V
2016,20,N05CM02,1,10,15,3,"1,63",V
2016,20,N06BA01,2,9,33,5,"4,03",II
2016,20,N06BA11,1,12,0,0,0,II
2016,20,N06BA13,2,6,0,0,0,IV
2016,20,N07BC01,3,2,0,0,0,IV
2016,20,N07BC02,1,14,223,7,"21,54",II
2016,20,R05DA20,3,14,68,59,"3,32",II
2016,20,R05FB02,3,7,0,0,0,III
2016,21,N01AH03,2,3,0,0,0,II
2016,21,N01AH06,1,10,0,0,0,II
2016,21,N02AA55,3,8,173,86,"11,96",II
2016,21,N02AB03,1,18,194,62,"66,23",II
2016,21,N02AE01,1,13,122,28,"13,45",IV
2016,21,N02AG04,1,2,0,0,0,II
2016,21,N02AJ08,3,3,0,0,0,III
2016,21,N02AJ13,3,15,0,0,0,III
2016,21,N02AX01,2,6,0,0,0,II
2016,21,N02BF02,3,8,779,83,"53,86",V
2016,21,N02CA72,2,5,1,1,"0,12",IV
2016,21,N02CA72,1,18,1,1,"0,34",IV
2016,21,N03AA02,2,15,85,4,"9,67",IV
2016,21,N03AA02,3,17,30,2,"3,55",IV
2016,21,N05CC01,2,3,0,0,0,V
2016,21,N05CF01,2,1,0,0,0,V
2016,21,N05CM02,2,1,0,0,0,V
2016,21,N06BA02,1,1,0,0,0,II
2016,21,R05DA04,1,15,11,7,"1,26",III
2016,21,R05DA09,3,7,0,0,0,V
2016,22,A04AD10,1,11,0,0,0,II
2016,22,A07DA01,2,7,0,0,0,II
2016,22,A07DA02,2,11,0,0,0,II
2016,22,N01AF01,1,8,0,0,0,V
2016,22,N01AX14,3,2,0,0,0,IV
2016,22,N02AA05,1,12,873,275,"110,09",II
2016,22,N02AA05,3,18,5767,878,"798,53",II
2016,22,N02AB02,2,12,0,0,0,II
2016,22,N02AG02,1,99,22,7,"0,18",II
2016,22,N02AG02,1,4,0,0,0,II
2016,22,N02AX06,1,8,10,1,"1,47",II
2016,22,N02BG10,2,2,0,0,0,II
2016,22,N02CA72,2,7,3,2,"0,49",IV
2016,22,N03AE01,1,13,44,11,"5,5",IV
2016,22,N05BA05,2,5,0,0,0,IV
2016,22,N06BA01,3,5,1,1,"0,07",II
2016,22,N06BA02,3,7,67,8,"5,25",II
2016,22,N06BA02,2,1,0,0,0,II
2016,22,N07BC01,3,3,0,0,0,IV
2016,22,R05DA20,3,13,69,55,"4,38",II
2016,23,A07DA01,1,7,0,0,0,II
2016,23,A08AA51,2,13,0,0,0,II
2016,23,N01AH01,2,4,0,0,0,II
2016,23,N01AH03,2,12,0,0,0,II
2016,23,N01AH51,1,15,0,0,0,II
2016,23,N01AX14,2,17,0,0,0,IV
2016,23,N02AA55,2,99,551,235,"8,72",II
2016,23,N02AB01,2,99,564,140,"8,93",II
2016,23,N02AG04,3,13,0,0,0,II
2016,23,N02BG10,1,18,0,0,0,II
2016,23,N05BA02,3,8,0,0,0,IV
2016,23,N05BA08,1,7,0,0,0,IV
2016,23,N05BA09,1,8,4,1,"1,16",IV
2016,23,N05CD08,1,3,19,9,"5,55",IV
2016,23,N05CF02,2,4,8,4,"2,62",IV
2016,23,N06BA01,1,4,0,0,0,II
2016,23,N06BA11,3,18,0,0,0,II
2016,23,N07BC01,3,16,0,0,0,IV
2016,23,N07BC05,3,17,0,0,0,II
2016,23,R05FB02,2,4,0,0,0,III
2016,24,A04AD10,3,9,0,0,0,II
2016,24,A08AA51,3,9,0,0,0,II
2016,24,N01AH03,3,10,0,0,0,II
2016,24,N02AA03,3,12,0,0,0,II
2016,24,N02AE01,1,6,20,3,"1,99",IV
2016,24,N02AG01,2,17,19,15,"4,58",II
2016,24,N02AJ06,1,17,321,105,"102,88",III
2016,24,N02AJ08,2,17,0,0,0,III
2016,24,N02AJ09,3,11,253,23,"15,8",III
2016,24,N02AJ13,3,16,0,0,0,III
2016,24,N02AJ13,3,7,0,0,0,III
2016,24,N05BA08,1,11,0,0,0,IV
2016,24,N05CD02,2,10,20,7,"2,49",IV
2016,24,N05CD03,2,18,593,101,"129,42",II
2016,24,N05CD08,2,15,6,4,"0,85",IV
2016,24,N06BA04,2,99,7557,921,"57,93",II
2016,24,N06BA07,3,14,38,6,"2,32",IV
2016,24,N06BA13,2,14,0,0,0,IV
2016,24,N06BA13,3,17,0,0,0,IV
2016,24,R05DA20,1,14,9,7,"1,08",II
2016,25,A07DA01,1,10,0,0,0,II
2016,25,M03BA52,2,4,0,0,0,IV
2016,25,N01AH01,1,9,0,0,0,II
2016,25,N02AA01,2,14,825,218,"94,82",II
2016,25,N02AA03,3,13,10,3,"0,6",II
2016,25,N02AB01,3,4,1,1,"0,08",II
2016,25,N02AC54,2,8,0,0,0,III
2016,25,N02AG01,2,13,46,28,"5,69",II
2016,25,N02AG04,3,18,0,0,0,II
2016,25,N02AJ09,2,15,66,10,"9,13",III
2016,25,N02AX02,3,5,343,110,"19,96",III
2016,25,N02CA72,3,1,0,0,0,IV
2016,25,N03AX24,3,16,0,0,0,II
2016,25,N05BA06,2,6,44,4,"6,15",IV
2016,25,N05BA06,2,18,104,11,"23,7",IV
2016,25,N05BC01,3,8,0,0,0,IV
2016,25,N06AX27,2,4,0,0,0,IV
2016,25,N07BC51,1,10,2,1,"0,24",IV
2016,25,R05DA20,1,12,17,9,"2,01",II
2016,25,R05FB02,3,99,23,18,"0,09",III
2016,3,A03CA02,3,1,0,0,0,IV
2016,3,A07DA01,1,12,0,0,0,II
2016,3,N01AH06,1,12,0,0,0,II
2016,3,N01AX14,2,17,0,0,0,IV
2016,3,N02AC04,3,9,0,0,0,III
2016,3,N02AG02,2,7,5,2,"0,46",II
2016,3,N02AJ08,1,17,0,0,0,III
2016,3,N02AJ13,1,11,0,0,0,III
2016,3,N02BF02,2,11,971,99,"87,98",V
2016,3,N02CA72,3,5,2,2,"0,07",IV
2016,3,N03AA02,2,13,88,3,"8,9",IV
2016,3,N05BA09,2,2,6,1,"0,58",IV
2016,3,N05BC01,1,16,0,0,0,IV
2016,3,N05CD08,3,16,4,4,"0,36",IV
2016,3,N05CD08,3,4,59,36,"3,17",IV
2016,3,N05CF01,3,11,5748,1024,"258,92",V
2016,3,N06BA02,3,2,14,9,"0,66",II
2016,3,N07XX04,3,6,9,1,"0,32",II
2016,3,R05DA09,1,5,0,0,0,V
2016,3,R05FB02,3,99,23,19,"0,06",III
2016,4,A07DA02,3,16,10,3,"0,89",II
2016,4,N01AX03,1,4,0,0,0,IV
2016,4,N02AA01,1,18,191,30,"70,17",II
2016,4,N02AA05,2,9,639,240,"71,72",II
2016,4,N02AA05,2,3,3,3,"0,37",II
2016,4,N02AJ13,3,17,0,0,0,III
2016,4,N02AX02,2,17,349,108,"81,18",III
2016,4,N02BF02,1,3,0,0,0,V
2016,4,N03AX24,1,17,0,0,0,II
2016,4,N05BA08,3,12,0,0,0,IV
2016,4,N05BA08,3,9,0,0,0,IV
2016,4,N05CF02,1,12,711,155,"82,17",IV
2016,4,N06BA04,2,18,0,0,0,II
2016,4,N06BA04,3,16,4,1,"0,36",II
2016,4,N06BA07,3,13,15,4,"0,87",IV
2016,4,N07BC01,2,10,0,0,0,IV
2016,4,N07BC51,1,16,0,0,0,IV
2016,4,N07XX04,1,18,0,0,0,II
2016,4,N07XX59,3,6,0,0,0,V
2016,4,R05FA02,1,18,120,91,"44,09",III
2016,5,A04AD10,2,4,0,0,0,II
2016,5,N01AH03,3,2,0,0,0,II
2016,5,N01AH06,1,3,0,0,0,II
2016,5,N01AX14,1,15,0,0,0,IV
2016,5,N02AC54,3,99,0,0,0,III
2016,5,N02AJ08,3,1,0,0,0,III
2016,5,N02AJ13,3,1,0,0,0,III
2016,5,N02AX02,1,3,0,0,0,III
2016,5,N02BF02,1,4,12,3,"0,95",V
2016,5,N02BF02,3,11,1396,176,"49,18",V
2016,5,N03AE01,2,17,150,12,"22,79",IV
2016,5,N05BA02,2,3,0,0,0,IV
2016,5,N05BA09,1,9,27,1,"1,87",IV
2016,5,N05BC01,2,5,0,0,0,IV
2016,5,N05CD02,2,99,1958,235,"8,85",IV
2016,5,N05CD03,3,1,0,0,0,II
2016,5,N05CM02,1,16,225,32,"29,99",V
2016,5,N07BC02,1,9,123,5,"8,5",II
2016,5,R05DA04,1,14,83,19,"6,21",III
2016,5,R05DA20,3,99,665,558,"1,49",II
2016,6,N01AH02,2,16,0,0,0,II
2016,6,N02AA01,1,99,8564,2033,"48,94",II
2016,6,N02AA01,3,14,1810,484,86,II
2016,6,N02AC04,2,5,0,0,0,III
2016,6,N02AE01,1,16,322,79,"54,82",IV
2016,6,N02AG02,2,2,0,0,0,II
2016,6,N02AG04,1,99,0,0,0,II
2016,6,N02AG04,2,9,0,0,0,II
2016,6,N02AJ06,3,5,380,257,"16,22",III
2016,6,N02AJ08,2,3,0,0,0,III
2016,6,N02AJ09,2,5,21,2,"1,88",III
2016,6,N02AJ13,3,13,0,0,0,III
2016,6,N02AX01,1,16,0,0,0,II
2016,6,N02AX02,2,7,728,162,"75,9",III
2016,6,N02BG10,2,1,0,0,0,II
2016,6,N02BG10,1,9,3,2,"0,27",II
2016,6,N05BA01,2,7,311,42,"32,42",IV
2016,6,N05BA09,3,10,10,2,"0,43",IV
2016,6,N05BC01,2,9,0,0,0,IV
2016,6,N07BC51,3,3,0,0,0,IV
2016,7,A03CA02,3,17,0,0,0,IV
2016,7,M03BA52,2,5,0,0,0,IV
2016,7,N01AF01,2,7,0,0,0,V
2016,7,N02AA59,1,6,0,0,0,III
2016,7,N02AE01,1,17,132,36,"56,39",IV
2016,7,N02AJ08,3,15,4,3,"0,4",III
2016,7,N02BG10,3,9,0,0,0,II
2016,7,N03AA02,1,16,34,3,"9,96",IV
2016,7,N05BA01,2,99,5245,917,"55,58",IV
2016,7,N05CD02,3,11,249,19,"20,98",IV
2016,7,N05CD08,1,1,0,0,0,IV
2016,7,N06BA02,1,9,3,3,"0,49",II
2016,7,N07BC01,3,8,44,4,"3,88",IV
2016,7,N07BC01,3,6,8,1,"0,64",IV
2016,7,N07BC05,1,5,0,0,0,II
2016,7,N07BC51,1,18,0,0,0,IV
2016,7,N07BC51,2,12,0,0,0,IV
2016,7,N07XX59,2,8,0,0,0,V
2016,7,R05DA09,2,13,0,0,0,V
2016,7,R05FA02,2,9,266,230,"46,32",III
2016,8,A04AD10,1,12,0,0,0,II
2016,8,A04AD10,3,2,0,0,0,II
2016,8,A08AA51,3,1,0,0,0,II
2016,8,N01AX03,3,9,0,0,0,IV
2016,8,N02AA01,3,18,4595,718,"595,98",II
2016,8,N02AC04,3,7,0,0,0,III
2016,8,N02AE01,3,17,824,238,"109,02",IV
2016,8,N02AG02,1,14,9,3,"1,05",II
2016,8,N02BF02,1,99,5495,654,"45,94",V
2016,8,N05BA02,2,2,0,0,0,IV
2016,8,N05BA08,2,6,0,0,0,IV
2016,8,N05BC01,1,14,0,0,0,IV
2016,8,N05BC01,3,18,0,0,0,IV
2016,8,N05CC01,2,12,0,0,0,V
2016,8,N05CF02,2,15,2071,485,"274,49",IV
2016,8,N06BA04,3,3,1872,303,"152,74",II
2016,8,N06BA07,3,7,23,5,"1,88",IV
2016,8,N07XX04,1,13,0,0,0,II
2016,8,R05DA09,1,9,0,0,0,V
2016,8,R05FA02,2,3,54,53,"9,14",III
2016,9,N02AB01,1,11,0,0,0,II
2016,9,N02AD01,3,11,0,0,0,III
2016,9,N02AE01,3,15,138,29,"36,52",IV
2016,9,N02AG01,1,6,2,2,"1,2",II
2016,9,N02AJ13,2,5,0,0,0,III
2016,9,N02AX01,1,11,0,0,0,II
2016,9,N02BF02,3,7,172,10,"65,37",V
2016,9,N02BG10,2,3,0,0,0,II
2016,9,N03AA02,1,11,0,0,0,IV
2016,9,N05BA09,1,18,0,0,0,IV
2016,9,N05CD02,1,15,33,7,"17,53",IV
2016,9,N05CD02,1,8,0,0,0,IV
2016,9,N05CD03,3,14,12,4,"2,79",II
2016,9,N05CD08,1,10,0,0,0,IV
2016,9,N06AX27,1,14,0,0,0,IV
2016,9,N06AX27,3,7,0,0,0,IV
2016,9,N06BA02,1,15,0,0,0,II
2016,9,N06BA13,3,5,0,0,0,IV
2016,9,N07BC51,3,1,0,0,0,IV
2016,9,R05FB02,3,10,0,0,0,III
2017,0,A04AD10,1,17,0,0,0,II
2017,0,M03BA52,2,3,0,0,0,IV
2017,0,N01AF01,3,17,0,0,0,V
2017,0,N01AF01,3,15,0,0,0,V
2017,0,N01AH02,3,8,0,0,0,II
2017,0,N01AX14,2,12,0,0,0,IV
2017,0,N02AA01,3,12,18726,4031,"32,21",II
2017,0,N02AA03,1,6,43,3,"0,12",II
2017,0,N02AB03,2,16,7746,1432,"40,98",II
2017,0,N02AB03,2,7,793,84,"2,55",II
2017,0,N02AC04,2,99,0,0,0,III
2017,0,N02AJ13,3,5,0,0,0,III
2017,0,N02AX02,2,16,21051,5017,"111,37",III
2017,0,N05BA06,3,18,4433,448,"17,06",IV
2017,0,N05BA09,3,6,676,90,"0,95",IV
2017,0,N05CC01,3,13,0,0,0,V
2017,0,N05CD08,1,3,1294,742,"4,47",IV
2017,0,N07BC01,1,18,1,1,"0,01",IV
2017,0,N07BC51,3,11,2396,113,"3,59",IV
2017,0,R05FA02,1,5,5075,4628,"15,33",III
2017,1,A07DA02,2,4,0,0,0,II
2017,1,M03BA02,2,1,0,0,0,IV
2017,1,N02AA55,1,5,116,66,"1,67",II
2017,1,N02AB03,1,2,0,0,0,II
2017,1,N02AG02,1,9,7,6,"0,08",II
2017,1,N02AG04,1,16,0,0,0,II
2017,1,N02AJ08,1,4,0,0,0,III
2017,1,N02AX01,3,2,0,0,0,II
2017,1,N02AX06,1,7,80,21,"0,91",II
2017,1,N03AX24,2,2,0,0,0,II
2017,1,N05BA02,2,11,0,0,0,IV
2017,1,N05BA12,3,9,1428,286,"8,58",IV
2017,1,N05BC01,1,15,0,0,0,IV
